Sp_pepid	Sp_ID	family_id	Type	Compartment
CNC64A_142555	CNC64A	AP2-EREBP	Genome	NUC
CNC64A_142731	CNC64A	HMG	Genome	NUC
CNC64A_142770	CNC64A	G2-like	Genome	NUC
CNC64A_142774	CNC64A	Orphans	Genome	NUC
CNC64A_142821	CNC64A	GNAT	Genome	NUC
CNC64A_142851	CNC64A	PHD	Genome	NUC
CNC64A_142883	CNC64A	PHD	Genome	NUC
CNC64A_142939	CNC64A	SET	Genome	NUC
CNC64A_142952	CNC64A	MYB-related	Genome	NUC
CNC64A_142969	CNC64A	C2C2-GATA	Genome	NUC
CNC64A_143023	CNC64A	C3H	Genome	NUC
CNC64A_143031	CNC64A	AP2-EREBP	Genome	NUC
CNC64A_143110	CNC64A	MYB-related	Genome	NUC
CNC64A_143118	CNC64A	C2C2-GATA	Genome	NUC
CNC64A_143134	CNC64A	G2-like	Genome	NUC
CNC64A_143243	CNC64A	AP2-EREBP	Genome	NUC
CNC64A_143249	CNC64A	PHD	Genome	NUC
CNC64A_143491	CNC64A	SBP	Genome	NUC
CNC64A_143525	CNC64A	GNAT	Genome	NUC
CNC64A_143570	CNC64A	TAZ	Genome	NUC
CNC64A_143606	CNC64A	RWP-RK	Genome	NUC
CNC64A_143607	CNC64A	Orphans	Genome	NUC
CNC64A_143751	CNC64A	FHA	Genome	NUC
CNC64A_143824	CNC64A	GNAT	Genome	NUC
CNC64A_14389	CNC64A	SET	Genome	NUC
CNC64A_143929	CNC64A	bZIP	Genome	NUC
CNC64A_144116	CNC64A	GNAT	Genome	NUC
CNC64A_14420	CNC64A	GNAT	Genome	NUC
CNC64A_144357	CNC64A	Jumonji	Genome	NUC
CNC64A_144364	CNC64A	MED7	Genome	NUC
CNC64A_144374	CNC64A	CPP	Genome	NUC
CNC64A_144734	CNC64A	SNF2	Genome	NUC
CNC64A_144757	CNC64A	bHLH	Genome	NUC
CNC64A_144771	CNC64A	Jumonji	Genome	NUC
CNC64A_14485	CNC64A	CCAAT	Genome	NUC
CNC64A_144976	CNC64A	Orphans	Genome	NUC
CNC64A_145197	CNC64A	HMG	Genome	NUC
CNC64A_145199	CNC64A	GNAT	Genome	NUC
CNC64A_145218	CNC64A	Orphans	Genome	NUC
CNC64A_145378	CNC64A	RB	Genome	NUC
CNC64A_145396	CNC64A	CSD	Genome	NUC
CNC64A_145473	CNC64A	RWP-RK	Genome	NUC
CNC64A_145474	CNC64A	RWP-RK	Genome	NUC
CNC64A_145510	CNC64A	CSD	Genome	NUC
CNC64A_145560	CNC64A	G2-like	Genome	NUC
CNC64A_145623	CNC64A	SBP	Genome	NUC
CNC64A_14655	CNC64A	MYB-related	Genome	NUC
CNC64A_14739	CNC64A	CCAAT	Genome	NUC
CNC64A_15057	CNC64A	MYB-related	Genome	NUC
CNC64A_15266	CNC64A	MYB-related	Genome	NUC
CNC64A_15459	CNC64A	E2F-DP	Genome	NUC
CNC64A_15492	CNC64A	HSF	Genome	NUC
CNC64A_15671	CNC64A	C2C2-Dof	Genome	NUC
CNC64A_15825	CNC64A	C3H	Genome	NUC
CNC64A_15876	CNC64A	PHD	Genome	NUC
CNC64A_16757	CNC64A	C3H	Genome	NUC
CNC64A_17734	CNC64A	CCAAT	Genome	NUC
CNC64A_17840	CNC64A	SBP	Genome	NUC
CNC64A_17960	CNC64A	SBP	Genome	NUC
CNC64A_17998	CNC64A	AP2-EREBP	Genome	NUC
CNC64A_18295	CNC64A	C3H	Genome	NUC
CNC64A_18588	CNC64A	SET	Genome	NUC
CNC64A_19177	CNC64A	SBP	Genome	NUC
CNC64A_19495	CNC64A	PHD	Genome	NUC
CNC64A_20200	CNC64A	PHD	Genome	NUC
CNC64A_20303	CNC64A	MYB	Genome	NUC
CNC64A_20902	CNC64A	GNAT	Genome	NUC
CNC64A_21253	CNC64A	Jumonji	Genome	NUC
CNC64A_21904	CNC64A	CCAAT	Genome	NUC
CNC64A_22847	CNC64A	SNF2	Genome	NUC
CNC64A_23683	CNC64A	AP2-EREBP	Genome	NUC
CNC64A_23935	CNC64A	WRKY	Genome	NUC
CNC64A_24426	CNC64A	GNAT	Genome	NUC
CNC64A_24455	CNC64A	SET	Genome	NUC
CNC64A_25365	CNC64A	SET	Genome	NUC
CNC64A_26998	CNC64A	GNAT	Genome	NUC
CNC64A_27387	CNC64A	SBP	Genome	NUC
CNC64A_27455	CNC64A	C3H	Genome	NUC
CNC64A_27756	CNC64A	RWP-RK	Genome	NUC
CNC64A_27894	CNC64A	CCAAT	Genome	NUC
CNC64A_28000	CNC64A	TUB	Genome	NUC
CNC64A_28362	CNC64A	MBF1	Genome	NUC
CNC64A_28394	CNC64A	SBP	Genome	NUC
CNC64A_28450	CNC64A	CCAAT	Genome	NUC
CNC64A_28921	CNC64A	Jumonji	Genome	NUC
CNC64A_28922	CNC64A	Jumonji	Genome	NUC
CNC64A_29200	CNC64A	PLATZ	Genome	NUC
CNC64A_30989	CNC64A	ARR-B	Genome	NUC
CNC64A_31217	CNC64A	GNAT	Genome	NUC
CNC64A_31479	CNC64A	C3H	Genome	NUC
CNC64A_33233	CNC64A	Sigma70-like	Genome	NUC
CNC64A_33512	CNC64A	MYB	Genome	NUC
CNC64A_33881	CNC64A	C3H	Genome	NUC
CNC64A_34017	CNC64A	SNF2	Genome	NUC
CNC64A_34395	CNC64A	SNF2	Genome	NUC
CNC64A_35462	CNC64A	Orphans	Genome	NUC
CNC64A_35680	CNC64A	PHD	Genome	NUC
CNC64A_35770	CNC64A	Orphans	Genome	NUC
CNC64A_35816	CNC64A	SET	Genome	NUC
CNC64A_37482	CNC64A	Orphans	Genome	NUC
CNC64A_37677	CNC64A	SBP	Genome	NUC
CNC64A_48068	CNC64A	GNAT	Genome	NUC
CNC64A_48377	CNC64A	GNAT	Genome	NUC
CNC64A_48410	CNC64A	CCAAT	Genome	NUC
CNC64A_48918	CNC64A	GNAT	Genome	NUC
CNC64A_49470	CNC64A	SNF2	Genome	NUC
CNC64A_49552	CNC64A	bZIP	Genome	NUC
CNC64A_49597	CNC64A	SWI/SNF-BAF60b	Genome	NUC
CNC64A_49822	CNC64A	MYB-related	Genome	NUC
CNC64A_49863	CNC64A	SBP	Genome	NUC
CNC64A_50088	CNC64A	FHA	Genome	NUC
CNC64A_50422	CNC64A	PHD	Genome	NUC
CNC64A_50866	CNC64A	PLATZ	Genome	NUC
CNC64A_50978	CNC64A	C3H	Genome	NUC
CNC64A_51000	CNC64A	GNAT	Genome	NUC
CNC64A_51061	CNC64A	GNAT	Genome	NUC
CNC64A_51260	CNC64A	SBP	Genome	NUC
CNC64A_51686	CNC64A	HMG	Genome	NUC
CNC64A_51859	CNC64A	Jumonji	Genome	NUC
CNC64A_51983	CNC64A	PHD	Genome	NUC
CNC64A_52003	CNC64A	CCAAT	Genome	NUC
CNC64A_52112	CNC64A	SBP	Genome	NUC
CNC64A_52245	CNC64A	mTERF	Genome	NUC
CNC64A_52345	CNC64A	PHD	Genome	NUC
CNC64A_53340	CNC64A	CCAAT	Genome	NUC
CNC64A_53437	CNC64A	ABI3VP1	Genome	NUC
CNC64A_53768	CNC64A	SBP	Genome	NUC
CNC64A_53892	CNC64A	RWP-RK	Genome	NUC
CNC64A_54323	CNC64A	C2H2	Genome	NUC
CNC64A_54357	CNC64A	SNF2	Genome	NUC
CNC64A_54503	CNC64A	PHD	Genome	NUC
CNC64A_54703	CNC64A	RWP-RK	Genome	NUC
CNC64A_54787	CNC64A	SBP	Genome	NUC
CNC64A_54789	CNC64A	Coactivator p15	Genome	NUC
CNC64A_54972	CNC64A	CCAAT	Genome	NUC
CNC64A_54975	CNC64A	MYB-related	Genome	NUC
CNC64A_54989	CNC64A	CCAAT	Genome	NUC
CNC64A_55078	CNC64A	C3H	Genome	NUC
CNC64A_55490	CNC64A	GNAT	Genome	NUC
CNC64A_56501	CNC64A	MYB-related	Genome	NUC
CNC64A_56509	CNC64A	SNF2	Genome	NUC
CNC64A_56599	CNC64A	HB	Genome	NUC
CNC64A_56603	CNC64A	MYB-related	Genome	NUC
CNC64A_56806	CNC64A	CCAAT	Genome	NUC
CNC64A_56820	CNC64A	GNAT	Genome	NUC
CNC64A_57007	CNC64A	SBP	Genome	NUC
CNC64A_57254	CNC64A	SWI/SNF-BAF60b	Genome	NUC
CNC64A_57286	CNC64A	GNAT	Genome	NUC
CNC64A_57326	CNC64A	AP2-EREBP	Genome	NUC
CNC64A_57709	CNC64A	FHA	Genome	NUC
CNC64A_57737	CNC64A	C3H	Genome	NUC
CNC64A_57787	CNC64A	MYB-related	Genome	NUC
CNC64A_57917	CNC64A	SNF2	Genome	NUC
CNC64A_58003	CNC64A	TUB	Genome	NUC
CNC64A_58005	CNC64A	GNAT	Genome	NUC
CNC64A_58138	CNC64A	C3H	Genome	NUC
CNC64A_58139	CNC64A	SBP	Genome	NUC
CNC64A_58151	CNC64A	SBP	Genome	NUC
CNC64A_58166	CNC64A	MYB-related	Genome	NUC
CNC64A_58236	CNC64A	SET	Genome	NUC
CNC64A_58505	CNC64A	FHA	Genome	NUC
CNC64A_58651	CNC64A	PHD	Genome	NUC
CNC64A_58968	CNC64A	GNAT	Genome	NUC
CNC64A_58999	CNC64A	MYB-related	Genome	NUC
CNC64A_59210	CNC64A	BSD	Genome	NUC
CNC64A_59250	CNC64A	SBP	Genome	NUC
CNC64A_59405	CNC64A	G2-like	Genome	NUC
CNC64A_59767	CNC64A	GNAT	Genome	NUC
CNC64A_7287	CNC64A	GNAT	Genome	NUC
CNC64A_9310	CNC64A	SNF2	Genome	NUC
CNC64A_9749	CNC64A	SNF2	Genome	NUC
CPA_evm.TU.supercontig_0.10	CPA	C3H	Genome	NUC
CPA_evm.TU.supercontig_0.44	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_0.83	CPA	ABI3VP1	Genome	NUC
CPA_evm.TU.supercontig_1.102	CPA	WRKY	Genome	NUC
CPA_evm.TU.supercontig_1.103	CPA	C2H2	Genome	NUC
CPA_evm.TU.supercontig_1.106	CPA	NAC	Genome	NUC
CPA_evm.TU.supercontig_1.140	CPA	NAC	Genome	NUC
CPA_evm.TU.supercontig_1.158	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_1.173	CPA	bHLH	Genome	NUC
CPA_evm.TU.supercontig_1.175	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_1.199	CPA	bZIP	Genome	NUC
CPA_evm.TU.supercontig_1.210	CPA	G2-like	Genome	NUC
CPA_evm.TU.supercontig_1.211	CPA	C2H2	Genome	NUC
CPA_evm.TU.supercontig_1.257	CPA	CCAAT	Genome	NUC
CPA_evm.TU.supercontig_1.264	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_1.267	CPA	C3H	Genome	NUC
CPA_evm.TU.supercontig_1.279	CPA	Pseudo ARR-B	Genome	NUC
CPA_evm.TU.supercontig_1.287	CPA	SET	Genome	NUC
CPA_evm.TU.supercontig_1.3	CPA	C2H2	Genome	NUC
CPA_evm.TU.supercontig_1.321	CPA	LOB	Genome	NUC
CPA_evm.TU.supercontig_1.325	CPA	LOB	Genome	NUC
CPA_evm.TU.supercontig_1.411	CPA	GRAS	Genome	NUC
CPA_evm.TU.supercontig_1.42	CPA	LOB	Genome	NUC
CPA_evm.TU.supercontig_1.428	CPA	LOB	Genome	NUC
CPA_evm.TU.supercontig_1.43	CPA	MYB	Genome	NUC
CPA_evm.TU.supercontig_1.44	CPA	mTERF	Genome	NUC
CPA_evm.TU.supercontig_1.45	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_1.49	CPA	NAC	Genome	NUC
CPA_evm.TU.supercontig_1.75	CPA	WRKY	Genome	NUC
CPA_evm.TU.supercontig_10.100	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_10.111	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_10.12	CPA	G2-like	Genome	NUC
CPA_evm.TU.supercontig_10.125	CPA	ABI3VP1	Genome	NUC
CPA_evm.TU.supercontig_10.15	CPA	TAZ	Genome	NUC
CPA_evm.TU.supercontig_10.158	CPA	AUX/IAA	Genome	NUC
CPA_evm.TU.supercontig_10.22	CPA	NAC	Genome	NUC
CPA_evm.TU.supercontig_10.232	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_10.62	CPA	FAR1	Genome	NUC
CPA_evm.TU.supercontig_10.63	CPA	WRKY	Genome	NUC
CPA_evm.TU.supercontig_10.71	CPA	GNAT	Genome	NUC
CPA_evm.TU.supercontig_10.93	CPA	C2H2	Genome	NUC
CPA_evm.TU.supercontig_100.10	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_100.2	CPA	bZIP	Genome	NUC
CPA_evm.TU.supercontig_100.8	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_1007.4	CPA	PBF-2-like	Genome	NUC
CPA_evm.TU.supercontig_101.16	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_101.17	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_101.25	CPA	HB	Genome	NUC
CPA_evm.TU.supercontig_101.29	CPA	mTERF	Genome	NUC
CPA_evm.TU.supercontig_101.36	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_1018.1	CPA	GRAS	Genome	NUC
CPA_evm.TU.supercontig_102.28	CPA	MYB-related	Genome	NUC
CPA_evm.TU.supercontig_1024.1	CPA	bHLH	Genome	NUC
CPA_evm.TU.supercontig_103.31	CPA	C2C2-YABBY	Genome	NUC
CPA_evm.TU.supercontig_103.55	CPA	EIL	Genome	NUC
CPA_evm.TU.supercontig_103.64	CPA	FAR1	Genome	NUC
CPA_evm.TU.supercontig_103.77	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_103.82	CPA	FHA	Genome	NUC
CPA_evm.TU.supercontig_104.17	CPA	C2C2-Dof	Genome	NUC
CPA_evm.TU.supercontig_104.22	CPA	HB	Genome	NUC
CPA_evm.TU.supercontig_104.5	CPA	C2C2-YABBY	Genome	NUC
CPA_evm.TU.supercontig_104.52	CPA	E2F-DP	Genome	NUC
CPA_evm.TU.supercontig_104.57	CPA	OFP	Genome	NUC
CPA_evm.TU.supercontig_104.8	CPA	CCAAT	Genome	NUC
CPA_evm.TU.supercontig_104.90	CPA	NAC	Genome	NUC
CPA_evm.TU.supercontig_1046.4	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_1055.1	CPA	MYB-related	Genome	NUC
CPA_evm.TU.supercontig_1057.1	CPA	C3H	Genome	NUC
CPA_evm.TU.supercontig_106.16	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_106.17	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_106.18	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_106.19	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_106.29	CPA	MYB-related	Genome	NUC
CPA_evm.TU.supercontig_106.40	CPA	LIM	Genome	NUC
CPA_evm.TU.supercontig_106.55	CPA	bHLH	Genome	NUC
CPA_evm.TU.supercontig_106.61	CPA	LOB	Genome	NUC
CPA_evm.TU.supercontig_106.75	CPA	NAC	Genome	NUC
CPA_evm.TU.supercontig_1066.1	CPA	G2-like	Genome	NUC
CPA_evm.TU.supercontig_1068.1	CPA	ARID	Genome	NUC
CPA_evm.TU.supercontig_107.117	CPA	MYB-related	Genome	NUC
CPA_evm.TU.supercontig_107.130	CPA	WRKY	Genome	NUC
CPA_evm.TU.supercontig_107.20	CPA	FAR1	Genome	NUC
CPA_evm.TU.supercontig_107.24	CPA	HB	Genome	NUC
CPA_evm.TU.supercontig_107.29	CPA	HSF	Genome	NUC
CPA_evm.TU.supercontig_107.3	CPA	ARR-B	Genome	NUC
CPA_evm.TU.supercontig_107.45	CPA	MYB	Genome	NUC
CPA_evm.TU.supercontig_107.46	CPA	MYB	Genome	NUC
CPA_evm.TU.supercontig_107.72	CPA	C2H2	Genome	NUC
CPA_evm.TU.supercontig_107.87	CPA	GRAS	Genome	NUC
CPA_evm.TU.supercontig_1076.1	CPA	zf-HD	Genome	NUC
CPA_evm.TU.supercontig_108.27	CPA	MYB-related	Genome	NUC
CPA_evm.TU.supercontig_108.53	CPA	C3H	Genome	NUC
CPA_evm.TU.supercontig_108.60	CPA	LOB	Genome	NUC
CPA_evm.TU.supercontig_109.21	CPA	HB	Genome	NUC
CPA_evm.TU.supercontig_109.31	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_109.48	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_1097.4	CPA	MYB	Genome	NUC
CPA_evm.TU.supercontig_11.111	CPA	Trihelix	Genome	NUC
CPA_evm.TU.supercontig_11.148	CPA	HMG	Genome	NUC
CPA_evm.TU.supercontig_11.28	CPA	SNF2	Genome	NUC
CPA_evm.TU.supercontig_11.53	CPA	NAC	Genome	NUC
CPA_evm.TU.supercontig_11.67	CPA	WRKY	Genome	NUC
CPA_evm.TU.supercontig_110.11	CPA	MYB	Genome	NUC
CPA_evm.TU.supercontig_110.15	CPA	LOB	Genome	NUC
CPA_evm.TU.supercontig_110.23	CPA	Orphans	Genome	NUC
CPA_evm.TU.supercontig_111.11	CPA	C2C2-Dof	Genome	NUC
CPA_evm.TU.supercontig_111.23	CPA	NAC	Genome	NUC
CPA_evm.TU.supercontig_111.25	CPA	MYB	Genome	NUC
CPA_evm.TU.supercontig_111.53	CPA	C2H2	Genome	NUC
CPA_evm.TU.supercontig_111.6	CPA	MYB	Genome	NUC
CPA_evm.TU.supercontig_1117.2	CPA	C2C2-Dof	Genome	NUC
CPA_evm.TU.supercontig_1119.1	CPA	GNAT	Genome	NUC
CPA_evm.TU.supercontig_112.32	CPA	C3H	Genome	NUC
CPA_evm.TU.supercontig_112.43	CPA	MYB	Genome	NUC
CPA_evm.TU.supercontig_112.57	CPA	MYB	Genome	NUC
CPA_evm.TU.supercontig_112.66	CPA	C3H	Genome	NUC
CPA_evm.TU.supercontig_112.7	CPA	C3H	Genome	NUC
CPA_evm.TU.supercontig_112.72	CPA	LUG	Genome	NUC
CPA_evm.TU.supercontig_113.17	CPA	NAC	Genome	NUC
CPA_evm.TU.supercontig_113.2	CPA	FAR1	Genome	NUC
CPA_evm.TU.supercontig_113.34	CPA	NAC	Genome	NUC
CPA_evm.TU.supercontig_113.48	CPA	Tify	Genome	NUC
CPA_evm.TU.supercontig_1130.1	CPA	MYB	Genome	NUC
CPA_evm.TU.supercontig_114.50	CPA	CCAAT	Genome	NUC
CPA_evm.TU.supercontig_114.55	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_114.57	CPA	MYB-related	Genome	NUC
CPA_evm.TU.supercontig_114.61	CPA	WRKY	Genome	NUC
CPA_evm.TU.supercontig_1141.2	CPA	SBP	Genome	NUC
CPA_evm.TU.supercontig_115.10	CPA	bZIP	Genome	NUC
CPA_evm.TU.supercontig_115.11	CPA	HB	Genome	NUC
CPA_evm.TU.supercontig_115.29	CPA	ABI3VP1	Genome	NUC
CPA_evm.TU.supercontig_115.69	CPA	bHLH	Genome	NUC
CPA_evm.TU.supercontig_1153.1	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_1156.4	CPA	C3H	Genome	NUC
CPA_evm.TU.supercontig_1158.2	CPA	Alfin-like	Genome	NUC
CPA_evm.TU.supercontig_116.14	CPA	HMG	Genome	NUC
CPA_evm.TU.supercontig_116.38	CPA	MYB-related	Genome	NUC
CPA_evm.TU.supercontig_116.43	CPA	GRAS	Genome	NUC
CPA_evm.TU.supercontig_116.48	CPA	GeBP	Genome	NUC
CPA_evm.TU.supercontig_116.63	CPA	Tify	Genome	NUC
CPA_evm.TU.supercontig_116.88	CPA	C2H2	Genome	NUC
CPA_evm.TU.supercontig_1162.1	CPA	PHD	Genome	NUC
CPA_evm.TU.supercontig_117.100	CPA	bHLH	Genome	NUC
CPA_evm.TU.supercontig_117.18	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_117.20	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_117.23	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_117.24	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_117.25	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_117.43	CPA	GNAT	Genome	NUC
CPA_evm.TU.supercontig_117.77	CPA	Trihelix	Genome	NUC
CPA_evm.TU.supercontig_118.21	CPA	C3H	Genome	NUC
CPA_evm.TU.supercontig_118.23	CPA	C3H	Genome	NUC
CPA_evm.TU.supercontig_118.24	CPA	NAC	Genome	NUC
CPA_evm.TU.supercontig_118.27	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_118.7	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_1195.3	CPA	WRKY	Genome	NUC
CPA_evm.TU.supercontig_12.141	CPA	CCAAT	Genome	NUC
CPA_evm.TU.supercontig_12.154	CPA	CCAAT	Genome	NUC
CPA_evm.TU.supercontig_12.159	CPA	NAC	Genome	NUC
CPA_evm.TU.supercontig_12.16	CPA	NOZZLE	Genome	NUC
CPA_evm.TU.supercontig_12.197	CPA	GRAS	Genome	NUC
CPA_evm.TU.supercontig_12.199	CPA	WRKY	Genome	NUC
CPA_evm.TU.supercontig_12.239	CPA	PHD	Genome	NUC
CPA_evm.TU.supercontig_12.24	CPA	MYB-related	Genome	NUC
CPA_evm.TU.supercontig_12.254	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_12.295	CPA	MYB	Genome	NUC
CPA_evm.TU.supercontig_12.31	CPA	SWI/SNF-BAF60b	Genome	NUC
CPA_evm.TU.supercontig_12.34	CPA	AUX/IAA	Genome	NUC
CPA_evm.TU.supercontig_12.52	CPA	GRAS	Genome	NUC
CPA_evm.TU.supercontig_12.62	CPA	WRKY	Genome	NUC
CPA_evm.TU.supercontig_12.70	CPA	C2H2	Genome	NUC
CPA_evm.TU.supercontig_12.71	CPA	ARID	Genome	NUC
CPA_evm.TU.supercontig_12.88	CPA	MYB	Genome	NUC
CPA_evm.TU.supercontig_12.99	CPA	TRAF	Genome	NUC
CPA_evm.TU.supercontig_120.14	CPA	GNAT	Genome	NUC
CPA_evm.TU.supercontig_120.24	CPA	bHLH	Genome	NUC
CPA_evm.TU.supercontig_120.29	CPA	G2-like	Genome	NUC
CPA_evm.TU.supercontig_120.40	CPA	GRAS	Genome	NUC
CPA_evm.TU.supercontig_1213.3	CPA	bHLH	Genome	NUC
CPA_evm.TU.supercontig_122.16	CPA	TRAF	Genome	NUC
CPA_evm.TU.supercontig_122.26	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_122.37	CPA	HMG	Genome	NUC
CPA_evm.TU.supercontig_123.57	CPA	C2C2-CO-like	Genome	NUC
CPA_evm.TU.supercontig_1237.1	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_124.1	CPA	HSF	Genome	NUC
CPA_evm.TU.supercontig_124.3	CPA	OFP	Genome	NUC
CPA_evm.TU.supercontig_124.36	CPA	bHLH	Genome	NUC
CPA_evm.TU.supercontig_1244.3	CPA	WRKY	Genome	NUC
CPA_evm.TU.supercontig_1246.1	CPA	HB	Genome	NUC
CPA_evm.TU.supercontig_125.40	CPA	Sigma70-like	Genome	NUC
CPA_evm.TU.supercontig_125.51	CPA	GNAT	Genome	NUC
CPA_evm.TU.supercontig_125.56	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_125.6	CPA	CCAAT	Genome	NUC
CPA_evm.TU.supercontig_1256.1	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_1258.4	CPA	ARID	Genome	NUC
CPA_evm.TU.supercontig_1259.1	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_126.12	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_126.26	CPA	Trihelix	Genome	NUC
CPA_evm.TU.supercontig_126.28	CPA	MYB	Genome	NUC
CPA_evm.TU.supercontig_126.40	CPA	RWP-RK	Genome	NUC
CPA_evm.TU.supercontig_126.44	CPA	WRKY	Genome	NUC
CPA_evm.TU.supercontig_127.10	CPA	ARR-B	Genome	NUC
CPA_evm.TU.supercontig_127.13	CPA	PHD	Genome	NUC
CPA_evm.TU.supercontig_127.22	CPA	WRKY	Genome	NUC
CPA_evm.TU.supercontig_127.24	CPA	WRKY	Genome	NUC
CPA_evm.TU.supercontig_127.4	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_127.52	CPA	G2-like	Genome	NUC
CPA_evm.TU.supercontig_127.8	CPA	C2H2	Genome	NUC
CPA_evm.TU.supercontig_1278.1	CPA	SNF2	Genome	NUC
CPA_evm.TU.supercontig_128.16	CPA	ABI3VP1	Genome	NUC
CPA_evm.TU.supercontig_128.20	CPA	NAC	Genome	NUC
CPA_evm.TU.supercontig_128.39	CPA	G2-like	Genome	NUC
CPA_evm.TU.supercontig_128.40	CPA	C2C2-Dof	Genome	NUC
CPA_evm.TU.supercontig_128.44	CPA	Trihelix	Genome	NUC
CPA_evm.TU.supercontig_128.55	CPA	Trihelix	Genome	NUC
CPA_evm.TU.supercontig_128.6	CPA	TCP	Genome	NUC
CPA_evm.TU.supercontig_1288.2	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_129.19	CPA	bHLH	Genome	NUC
CPA_evm.TU.supercontig_129.23	CPA	AUX/IAA	Genome	NUC
CPA_evm.TU.supercontig_129.36	CPA	bHLH	Genome	NUC
CPA_evm.TU.supercontig_129.54	CPA	HB	Genome	NUC
CPA_evm.TU.supercontig_129.69	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_129.71	CPA	GRF	Genome	NUC
CPA_evm.TU.supercontig_129.73	CPA	bZIP	Genome	NUC
CPA_evm.TU.supercontig_129.77	CPA	BSD	Genome	NUC
CPA_evm.TU.supercontig_13.119	CPA	SWI/SNF-BAF60b	Genome	NUC
CPA_evm.TU.supercontig_13.128	CPA	Trihelix	Genome	NUC
CPA_evm.TU.supercontig_13.135	CPA	mTERF	Genome	NUC
CPA_evm.TU.supercontig_13.163	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_13.169	CPA	LFY	Genome	NUC
CPA_evm.TU.supercontig_13.192	CPA	FHA	Genome	NUC
CPA_evm.TU.supercontig_13.207	CPA	SOH1	Genome	NUC
CPA_evm.TU.supercontig_13.232	CPA	C3H	Genome	NUC
CPA_evm.TU.supercontig_13.233	CPA	MYB-related	Genome	NUC
CPA_evm.TU.supercontig_13.234	CPA	MYB-related	Genome	NUC
CPA_evm.TU.supercontig_13.235	CPA	MYB-related	Genome	NUC
CPA_evm.TU.supercontig_13.237	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_13.239	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_13.46	CPA	TCP	Genome	NUC
CPA_evm.TU.supercontig_13.66	CPA	CCAAT	Genome	NUC
CPA_evm.TU.supercontig_13.74	CPA	AP2-EREBP	Genome	NUC
CPA_evm.TU.supercontig_13.86	CPA	MADS	Genome	NUC
CPA_evm.TU.supercontig_13.98	CPA	CCAAT	Genome	NUC
CPA_evm.TU.supercontig_130.11	CPA	SET	Genome	NUC
CPA_evm.TU.supercontig_130.3	CPA	mTERF	Genome	NUC
CPA_evm.TU.supercontig_130.33	CPA	Trihelix	Genome	NUC
CPA_evm.TU.supercontig_130.38	CPA	TAZ	Genome	NUC
CPA_evm.TU.supercontig_130.48	CPA	FAR1	Genome	NUC
CPA_evm.TU.supercontig_130.62	CPA	C2C2-GATA	Genome	NUC
CPA_evm.TU.supercontig_1307.1	CPA	C2H2	Genome	NUC
CPA_evm.TU.supercontig_131.1	CPA	MED6	Genome	NUC
